C3X_BIQ_TERRAIN_WINDOW_V2,10,10,100,23,46,100,100,384
0,0,46,46,13,13,0,0,0
1,0,47,47,13,13,0,0,0
2,0,48,48,13,13,0,0,0
3,0,49,49,13,13,0,0,0
4,0,50,50,13,13,0,0,0
5,0,51,51,13,13,0,0,0
6,0,52,52,13,13,0,0,0
7,0,53,53,13,13,0,0,0
8,0,54,54,12,12,0,0,0
9,0,55,55,11,11,0,0,0
0,1,47,45,13,13,0,0,0
1,1,48,46,13,13,0,0,0
2,1,49,47,13,13,0,0,0
3,1,50,48,13,13,0,0,0
4,1,51,49,13,13,0,0,0
5,1,52,50,13,13,0,0,0
6,1,53,51,13,13,0,0,0
7,1,54,52,13,13,0,0,0
8,1,55,53,12,12,0,0,0
9,1,56,54,11,11,0,0,0
0,2,48,44,13,13,0,0,0
1,2,49,45,13,13,0,0,0
2,2,50,46,13,13,0,0,0
3,2,51,47,13,13,0,0,0
4,2,52,48,13,13,0,0,0
5,2,53,49,13,13,0,0,0
6,2,54,50,13,13,0,0,0
7,2,55,51,13,13,0,0,0
8,2,56,52,12,12,0,0,0
9,2,57,53,11,11,0,0,0
0,3,49,43,13,13,0,0,0
1,3,50,44,13,13,0,0,0
2,3,51,45,13,13,0,0,0
3,3,52,46,13,13,0,0,0
4,3,53,47,13,13,0,0,0
5,3,54,48,13,13,0,0,0
6,3,55,49,13,13,0,0,0
7,3,56,50,12,12,0,0,0
8,3,57,51,12,12,0,0,0
9,3,58,52,11,11,0,0,0
0,4,50,42,13,13,0,0,0
1,4,51,43,13,13,0,0,0
2,4,52,44,13,13,0,0,0
3,4,53,45,13,13,0,0,0
4,4,54,46,13,13,0,0,0
5,4,55,47,13,13,0,0,0
6,4,56,48,12,12,0,0,0
7,4,57,49,12,12,0,0,0
8,4,58,50,11,11,0,0,0
9,4,59,51,11,11,0,0,0
0,5,51,41,13,13,0,0,0
1,5,52,42,13,13,0,0,0
2,5,53,43,13,13,0,0,0
3,5,54,44,12,12,0,0,0
4,5,55,45,12,12,0,0,0
5,5,56,46,12,12,0,0,0
6,5,57,47,12,12,0,0,0
7,5,58,48,11,11,0,0,0
8,5,59,49,11,11,0,0,0
9,5,60,50,2,2,0,0,0
0,6,52,40,13,13,0,0,0
1,6,53,41,13,13,0,0,0
2,6,54,42,12,12,0,0,0
3,6,55,43,12,12,0,0,0
4,6,56,44,11,11,0,0,0
5,6,57,45,11,11,0,0,0
6,6,58,46,11,11,0,0,0
7,6,59,47,11,11,0,0,0
8,6,60,48,2,5,0,0,0
9,6,61,49,2,2,1,0,0
0,7,53,39,12,12,0,0,0
1,7,54,40,12,12,0,0,0
2,7,55,41,12,12,0,0,0
3,7,56,42,11,11,0,0,0
4,7,57,43,11,11,0,0,0
5,7,58,44,2,7,0,0,0
6,7,59,45,2,5,0,0,0
7,7,60,46,2,6,0,0,0
8,7,61,47,2,2,0,0,0
9,7,62,48,2,2,0,0,0
0,8,54,38,11,11,0,0,0
1,8,55,39,11,11,0,0,0
2,8,56,40,11,11,0,0,0
3,8,57,41,11,11,0,0,0
4,8,58,42,1,1,0,0,0
5,8,59,43,2,6,1,0,0
6,8,60,44,1,1,0,0,0
7,8,61,45,2,2,0,0,0
8,8,62,46,2,2,0,0,0
9,8,63,47,2,2,0,0,0
0,9,55,37,2,6,0,0,0
1,9,56,38,11,11,0,0,0
2,9,57,39,11,11,0,0,0
3,9,58,40,2,5,1,0,0
