C3X_BIQ_TERRAIN_V3,20,20,200
0,0,2,2,0,0,0
2,0,2,2,0,0,0
4,0,2,2,0,0,0
6,0,2,2,0,0,0
8,0,2,2,0,0,0
10,0,2,2,0,0,0
12,0,2,2,0,0,0
14,0,2,2,0,0,0
16,0,2,2,0,0,0
18,0,2,2,0,0,0
1,1,2,2,0,0,0
3,1,2,2,0,0,0
5,1,2,2,0,0,0
7,1,2,2,0,0,0
9,1,2,2,0,0,0
11,1,2,2,0,0,0
13,1,2,2,0,0,0
15,1,2,2,0,0,0
17,1,2,2,0,0,0
19,1,2,2,0,0,0
0,2,2,2,0,0,0
2,2,2,2,0,0,0
4,2,2,2,0,0,0
6,2,2,2,0,0,0
8,2,2,2,0,0,0
10,2,2,2,0,0,0
12,2,2,2,0,0,0
14,2,2,2,0,0,0
16,2,2,2,0,0,0
18,2,2,2,0,0,0
1,3,2,2,0,0,0
3,3,2,2,0,0,0
5,3,2,2,0,0,0
7,3,2,2,0,0,0
9,3,2,2,0,0,0
11,3,2,2,0,0,0
13,3,2,2,0,0,0
15,3,2,2,0,0,0
17,3,2,2,0,0,0
19,3,2,2,0,0,0
0,4,2,2,0,0,0
2,4,2,2,0,0,0
4,4,2,2,0,0,0
6,4,2,2,0,0,0
8,4,2,2,0,0,0
10,4,2,2,0,0,0
12,4,2,2,0,0,0
14,4,2,2,0,0,0
16,4,2,2,0,0,0
18,4,2,2,0,0,0
1,5,2,2,0,0,0
3,5,2,2,0,0,0
5,5,2,2,0,0,0
7,5,2,2,0,0,0
9,5,2,2,0,0,0
11,5,2,2,0,0,0
13,5,2,2,0,0,0
15,5,2,2,0,0,0
17,5,2,2,0,0,0
19,5,2,2,0,0,0
0,6,2,2,0,0,0
2,6,2,2,0,0,0
4,6,2,2,0,0,0
6,6,2,2,0,0,0
8,6,2,2,0,0,0
10,6,2,2,0,0,0
12,6,2,2,0,0,0
14,6,2,2,0,0,0
16,6,2,2,0,0,0
18,6,2,2,0,0,0
1,7,2,2,0,0,0
3,7,2,2,0,0,0
5,7,2,2,0,0,0
7,7,2,2,0,0,0
9,7,2,2,0,0,0
11,7,2,2,0,0,0
13,7,2,2,0,0,0
15,7,2,2,0,0,0
17,7,2,2,0,0,0
19,7,2,2,0,0,0
0,8,2,2,0,0,0
2,8,2,2,0,0,0
4,8,2,2,0,0,0
6,8,2,2,0,0,0
8,8,2,2,0,0,0
10,8,2,2,0,0,0
12,8,2,2,0,0,0
14,8,2,2,0,0,0
16,8,2,2,0,0,0
18,8,2,2,0,0,0
1,9,2,2,0,0,0
3,9,2,2,0,0,0
5,9,2,2,0,0,0
7,9,2,2,0,0,0
9,9,2,2,0,0,0
11,9,2,2,0,0,0
13,9,2,2,0,0,0
15,9,2,2,0,0,0
17,9,2,2,0,0,0
19,9,2,2,0,0,0
0,10,2,2,0,0,0
2,10,2,2,0,0,0
4,10,2,2,0,0,0
6,10,2,2,0,0,0
8,10,2,2,0,0,0
10,10,2,2,0,0,0
12,10,2,2,0,0,0
14,10,2,2,0,0,0
16,10,2,2,0,0,0
18,10,2,2,0,0,0
1,11,2,2,0,0,0
3,11,2,2,0,0,0
5,11,2,2,0,0,0
7,11,2,2,0,0,0
9,11,2,2,0,0,0
11,11,2,2,0,0,0
13,11,2,2,0,0,0
15,11,2,2,0,0,0
17,11,2,2,0,0,0
19,11,2,2,0,0,0
0,12,2,2,0,0,0
2,12,2,2,0,0,0
4,12,2,2,0,0,0
6,12,2,2,0,0,0
8,12,2,2,0,0,0
10,12,2,2,0,0,0
12,12,2,2,0,0,0
14,12,2,2,0,0,0
16,12,2,2,0,0,0
18,12,2,2,0,0,0
1,13,2,2,0,0,0
3,13,2,2,0,0,0
5,13,2,2,0,0,0
7,13,2,2,0,0,0
9,13,2,2,0,0,0
11,13,2,2,0,0,0
13,13,2,2,0,0,0
15,13,2,2,0,0,0
17,13,2,2,0,0,0
19,13,2,2,0,0,0
0,14,2,2,0,0,0
2,14,2,2,0,0,0
4,14,2,2,0,0,0
6,14,2,2,0,0,0
8,14,2,2,0,0,0
10,14,2,2,0,0,0
12,14,2,2,0,0,0
14,14,2,2,0,0,0
16,14,2,2,0,0,0
18,14,2,2,0,0,0
1,15,2,2,0,0,0
3,15,2,2,0,0,0
5,15,2,2,0,0,0
7,15,2,2,0,0,0
9,15,2,2,0,0,0
11,15,2,2,0,0,0
13,15,2,2,0,0,0
15,15,2,2,0,0,0
17,15,2,2,0,0,0
19,15,2,2,0,0,0
0,16,2,2,0,0,0
2,16,2,2,0,0,0
4,16,2,2,0,0,0
6,16,2,2,0,0,0
8,16,2,2,0,0,0
10,16,2,2,0,0,0
12,16,2,2,0,0,0
14,16,2,2,0,0,0
16,16,2,2,0,0,0
18,16,2,2,0,0,0
1,17,2,2,0,0,0
3,17,2,2,0,0,0
5,17,2,2,0,0,0
7,17,2,2,0,0,0
9,17,2,2,0,0,0
11,17,2,2,0,0,0
13,17,2,2,0,0,0
15,17,2,2,0,0,0
17,17,2,2,0,0,0
19,17,2,2,0,0,0
0,18,2,2,0,0,0
2,18,2,2,0,0,0
4,18,2,2,0,0,0
6,18,2,2,0,0,0
8,18,2,2,0,0,0
10,18,2,2,0,0,0
12,18,2,2,0,0,0
14,18,2,2,0,0,0
16,18,2,2,0,0,0
18,18,2,2,0,0,0
1,19,2,2,0,0,0
3,19,2,2,0,0,0
5,19,2,2,0,0,0
7,19,2,2,0,0,0
9,19,2,2,0,0,0
11,19,2,2,0,0,0
13,19,2,2,0,0,0
15,19,2,2,0,0,0
17,19,2,2,0,0,0
19,19,2,2,0,0,0
