C3X_LAB_RAILROAD_SCENARIO_V0,16,12,75,e9bef85d65543e30bf7c1caade36cdd5b69ed097f984d8ddb75148bee70e88e2,lab_augmentation
0,0,0,1,0,4,0,0
0,1,0,2,0,4,0,0
15,1,0,1,1,4,0,1
0,2,0,3,0,4,0,0
15,2,0,2,1,4,0,1
0,3,0,4,0,4,0,0
0,3,1,3,0,4,0,0
15,3,0,3,1,4,0,1
0,4,0,5,0,4,0,0
15,4,0,4,1,4,0,1
0,5,0,6,0,4,0,0
15,5,0,5,1,4,0,0
0,6,1,6,0,4,0,0
15,6,0,6,1,4,0,0
0,7,1,7,0,4,0,0
0,8,0,9,0,4,0,0
0,8,1,8,0,4,0,0
0,10,1,10,0,4,0,1
0,11,1,11,0,4,0,0
1,3,2,3,0,4,0,0
1,6,2,6,0,4,0,0
1,7,1,8,0,4,0,1
1,7,2,7,0,4,0,1
1,10,2,10,0,4,0,0
1,11,2,11,0,4,0,0
2,3,3,3,0,4,0,0
2,6,2,7,0,4,0,0
2,10,3,10,0,4,0,0
2,11,3,11,0,4,0,1
3,2,4,2,0,4,0,1
3,3,4,3,0,4,0,1
3,9,3,10,0,4,0,0
3,9,4,9,0,4,0,0
3,10,3,11,0,4,0,0
4,2,4,3,0,4,0,0
4,9,5,9,0,4,0,0
5,9,6,9,0,4,0,0
6,4,7,4,0,4,0,0
6,7,6,8,0,4,0,0
6,7,7,7,0,4,0,0
6,8,6,9,0,4,0,0
7,4,8,4,0,4,0,0
7,7,8,7,0,4,0,0
8,4,8,5,0,4,0,0
8,4,9,4,0,4,0,0
8,5,8,6,0,4,0,0
8,5,9,5,0,4,0,0
8,6,8,7,0,4,0,0
9,0,9,1,0,4,0,0
9,0,10,0,0,4,0,1
9,1,9,2,0,4,0,0
9,1,10,1,0,4,0,1
9,2,9,3,0,4,0,0
9,3,10,3,0,4,0,1
9,4,10,4,0,4,1,0
9,5,10,5,0,4,0,0
10,0,11,0,0,4,0,0
10,1,11,1,0,4,0,0
10,3,10,4,0,4,0,1
10,3,11,3,0,4,0,0
10,5,11,5,0,4,0,0
11,0,12,0,0,4,1,0
11,1,12,1,0,4,0,0
11,5,12,5,0,4,0,0
12,0,13,0,0,4,0,0
12,5,12,6,0,4,0,0
12,5,13,5,0,4,0,0
12,6,13,6,0,4,0,0
13,5,14,5,0,4,0,0
13,6,14,6,0,4,0,0
14,5,15,5,0,4,0,0
14,6,15,6,0,4,0,0
15,1,15,2,0,4,0,0
15,2,15,3,0,4,0,0
15,4,15,5,0,4,0,0
